trip_id,start_time,end_time,headway_secs
14M_14M_F2_2_16_0.49028,10:23:10,12:12:15,385
14M_14M_F2_2_1_0.54028,12:24:40,17:35:10,345
14M_14M_F2_2_3_0.58472,12:18:30,17:29:00,345
14M_14M_F2_2_6_0.63264,12:24:40,17:35:10,345
14M_14M_F2_2_8_0.67639,12:18:30,17:29:00,345
14M_14M_F2_2_11_0.72431,12:24:40,17:35:10,345
14M_14M_F2_2_5_0.22917,05:30:00,07:43:10,470
14M_14M_F2_2_7_0.27500,05:47:40,07:06:00,470
14M_14M_F2_2_9_0.32153,05:30:00,07:43:10,470
14M_14M_F2_2_12_0.36736,07:13:45,10:22:15,435
14M_14M_F2_2_15_0.41250,07:50:55,10:23:10,435
14M_14M_F2_2_17_0.45903,10:29:20,12:18:25,385
14M_14M_F2_2_1_0.50347,10:23:10,12:12:15,385
14M_14M_F2_2_4_0.55278,12:24:40,17:35:10,345
14M_14M_F2_2_6_0.59653,12:18:30,17:29:00,345
14M_14M_F2_2_9_0.64444,12:24:40,17:35:10,345
14M_14M_F2_2_11_0.68819,12:18:30,17:29:00,345
14M_14M_F2_2_14_0.73681,17:35:10,17:41:25,375
14M_14M_F2_2_16_0.78194,18:39:05,18:46:15,430
14M_14M_F2_2_18_0.82847,19:51:05,21:50:05,510
14M_14M_F2_2_2_0.87569,19:44:55,22:34:55,510
14M_14M_F2_2_6_0.92431,21:50:05,22:54:50,555
14M_14M_F2_2_9_0.97292,22:34:55,23:39:40,555
14M_14M_F2_2_6_0.23403,05:30:00,07:43:10,470
14M_14M_F2_2_8_0.28056,05:47:40,07:06:00,470
14M_14M_F2_2_10_0.32639,07:43:10,07:50:55,465
14M_14M_F2_2_14_0.37222,07:13:45,10:22:15,435
14M_14M_F2_2_16_0.41736,07:50:55,10:23:10,435
14M_14M_F2_2_18_0.46389,10:29:20,12:18:25,385
14M_14M_F2_2_2_0.50833,10:23:10,12:12:15,385
14M_14M_F2_2_5_0.55625,12:24:40,17:35:10,345
14M_14M_F2_2_7_0.60069,12:18:30,17:29:00,345
14M_14M_F2_2_10_0.64861,12:24:40,17:35:10,345
14M_14M_F2_2_12_0.69236,12:18:30,17:29:00,345
14M_14M_F2_2_15_0.74167,17:41:25,18:06:45,380
14M_14M_F2_2_17_0.78681,18:46:15,19:44:55,440
14M_14M_F2_2_1_0.83472,19:51:05,21:50:05,510
14M_14M_F2_2_4_0.88125,19:44:55,22:34:55,510
14M_14M_F2_2_8_0.93125,21:50:05,22:54:50,555
14M_14M_F2_2_10_0.97917,22:34:55,23:39:40,555
14M_14M_F2_2_7_0.23958,05:30:00,07:43:10,470
14M_14M_F2_2_9_0.28611,05:47:40,07:06:00,470
14M_14M_F2_2_12_0.33194,07:50:55,10:23:10,435
14M_14M_F2_2_15_0.37708,07:13:45,10:22:15,435
14M_14M_F2_2_17_0.42222,07:50:55,10:23:10,435
14M_14M_F2_2_1_0.46806,10:29:20,12:18:25,385
14M_14M_F2_2_3_0.51250,12:12:15,12:18:30,375
14M_14M_F2_2_6_0.56042,12:24:40,17:35:10,345
14M_14M_F2_2_8_0.60417,12:18:30,17:29:00,345
14M_14M_F2_2_11_0.65208,12:24:40,17:35:10,345
14M_14M_F2_2_13_0.69653,12:18:30,17:29:00,345
14M_14M_F2_2_16_0.74583,17:41:25,18:06:45,380
14M_14M_F2_2_18_0.79167,18:46:15,19:44:55,440
14M_14M_F2_2_2_0.84028,19:51:05,21:50:05,510
14M_14M_F2_2_6_0.88750,19:44:55,22:34:55,510
14M_14M_F2_2_9_0.93750,21:50:05,22:54:50,555
14M_14M_F2_2_12_0.98542,22:34:55,23:39:40,555
14M_14M_F2_2_4_0.51667,12:18:30,17:29:00,345
14M_14M_F2_2_7_0.56458,12:24:40,17:35:10,345
14M_14M_F2_2_9_0.60833,12:18:30,17:29:00,345
14M_14M_F2_2_12_0.65625,12:24:40,17:35:10,345
14M_14M_F2_2_14_0.70000,12:18:30,17:29:00,345
14M_14M_F2_2_8_0.24514,05:30:00,07:43:10,470
14M_14M_F2_2_10_0.29167,05:47:40,07:06:00,470
14M_14M_F2_2_14_0.33681,07:50:55,10:23:10,435
14M_14M_F2_2_16_0.38264,07:13:45,10:22:15,435
14M_14M_F2_2_18_0.42708,07:50:55,10:23:10,435
14M_14M_F2_2_2_0.47292,10:29:20,12:18:25,385
14M_14M_F2_2_5_0.52083,12:18:30,17:29:00,345
14M_14M_F2_2_8_0.56875,12:24:40,17:35:10,345
14M_14M_F2_2_10_0.61250,12:18:30,17:29:00,345
14M_14M_F2_2_13_0.66042,12:24:40,17:35:10,345
14M_14M_F2_2_15_0.70417,12:18:30,17:29:00,345
14M_14M_F2_2_17_0.75000,17:41:25,18:06:45,380
14M_14M_F2_2_1_0.79722,18:46:15,19:44:55,440
14M_14M_F2_2_4_0.84653,19:51:05,21:50:05,510
14M_14M_F2_2_8_0.89306,19:44:55,22:34:55,510
14M_14M_F2_2_10_0.94375,21:50:05,22:54:50,555
14M_14M_F2_2_9_0.25069,05:30:00,07:43:10,470
14M_14M_F2_2_12_0.29653,07:06:00,07:13:45,465
14M_14M_F2_2_15_0.34167,07:50:55,10:23:10,435
14M_14M_F2_2_17_0.38750,07:13:45,10:22:15,435
14M_14M_F2_2_1_0.43264,07:50:55,10:23:10,435
14M_14M_F2_2_3_0.47708,10:29:20,12:18:25,385
14M_14M_F2_2_6_0.52431,12:18:30,17:29:00,345
14M_14M_F2_2_9_0.57222,12:24:40,17:35:10,345
14M_14M_F2_2_11_0.61667,12:18:30,17:29:00,345
14M_14M_F2_2_14_0.66458,12:24:40,17:35:10,345
14M_14M_F2_2_16_0.70833,12:18:30,17:29:00,345
14M_14M_F2_2_18_0.75486,18:06:45,18:45:15,385
14M_14M_F2_2_2_0.80208,18:46:15,19:44:55,440
14M_14M_F2_2_6_0.85208,19:51:05,21:50:05,510
14M_14M_F2_2_9_0.89931,19:44:55,22:34:55,510
14M_14M_F2_2_12_0.95000,21:50:05,22:54:50,555
14M_14M_F2_2_13_0.99236,23:39:40,24:09:40,600
14M_14M_F2_2_2_0.43681,10:23:10,12:12:15,385
14M_14M_F2_2_5_0.48125,10:29:20,12:18:25,385
14M_14M_F2_2_7_0.52847,12:18:30,17:29:00,345
14M_14M_F2_2_10_0.57639,12:24:40,17:35:10,345
14M_14M_F2_2_12_0.62014,12:18:30,17:29:00,345
14M_14M_F2_2_15_0.66806,12:24:40,17:35:10,345
14M_14M_F2_2_17_0.71250,12:18:30,17:29:00,345
14M_14M_F2_2_1_0.75903,18:06:45,18:45:15,385
14M_14M_F2_2_4_0.80694,18:46:15,19:44:55,440
14M_14M_F2_2_8_0.85833,19:51:05,21:50:05,510
14M_14M_F2_2_10_0.90486,19:44:55,22:34:55,510
14M_14M_F2_2_13_0.95764,22:54:50,24:06:00,610
14M_14M_F2_2_17_0.99931,23:39:40,24:09:40,600
14M_14M_F2_4_41_0.22917,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.23611,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.24306,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.25000,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.25694,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.26389,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.27083,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.27778,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.28472,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.29167,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.29861,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.30556,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.31250,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.31944,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.32639,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.33333,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.34028,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.34722,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.35417,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.36111,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.36806,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.37500,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.38194,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.38889,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.39583,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.40278,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.40972,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.41667,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.42361,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.43056,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.43750,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.44444,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.45139,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.45833,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.46528,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.47222,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.47917,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.48611,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.49306,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.50000,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.50694,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.51389,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.52083,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.52778,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.53472,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.54167,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.54861,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.55556,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.56250,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.56944,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.57639,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.58333,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.59028,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.59722,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.60417,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.61111,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.61806,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.62500,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.63194,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.63889,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.64583,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.65278,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.65972,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.66667,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.67361,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.68056,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.68750,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.69444,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.70139,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.70833,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.71528,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.72222,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.72917,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.73611,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.74306,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.75000,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.75694,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.76389,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.77083,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.77778,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.78472,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.79167,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.79861,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.80556,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.81250,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.81944,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.82639,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.83333,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.84028,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.84722,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.85417,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.86111,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.86806,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.87500,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.88194,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.88889,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.89583,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.90278,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.90972,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.91667,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.92361,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.93056,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.93750,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.94444,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.95139,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.95833,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.96528,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.97222,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.97917,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.98611,05:30:00,25:00:00,600
14M_14M_F2_4_41_0.99306,05:30:00,25:00:00,600
14M_14M_F2_4_41_1.00000,05:30:00,25:00:00,600
14M_14M_F2_4_41_1.00694,05:30:00,25:00:00,600
14M_14M_F2_4_41_1.01389,05:30:00,25:00:00,600
14M_14M_F2_4_41_1.02083,05:30:00,25:00:00,600
14M_14M_F2_4_41_1.02778,05:30:00,25:00:00,600
14M_14M_F2_4_41_1.03472,05:30:00,25:00:00,600
14M_14M_F2_4_41_1.04167,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.22917,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.23611,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.24306,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.25000,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.25694,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.26389,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.27083,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.27778,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.28472,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.29167,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.29861,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.30556,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.31250,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.31944,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.32639,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.33333,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.34028,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.34722,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.35417,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.36111,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.36806,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.37500,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.38194,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.38889,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.39583,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.40278,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.40972,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.41667,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.42361,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.43056,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.43750,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.44444,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.45139,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.45833,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.46528,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.47222,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.47917,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.48611,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.49306,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.50000,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.50694,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.51389,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.52083,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.52778,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.53472,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.54167,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.54861,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.55556,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.56250,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.56944,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.57639,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.58333,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.59028,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.59722,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.60417,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.61111,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.61806,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.62500,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.63194,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.63889,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.64583,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.65278,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.65972,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.66667,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.67361,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.68056,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.68750,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.69444,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.70139,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.70833,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.71528,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.72222,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.72917,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.73611,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.74306,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.75000,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.75694,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.76389,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.77083,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.77778,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.78472,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.79167,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.79861,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.80556,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.81250,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.81944,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.82639,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.83333,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.84028,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.84722,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.85417,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.86111,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.86806,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.87500,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.88194,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.88889,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.89583,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.90278,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.90972,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.91667,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.92361,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.93056,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.93750,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.94444,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.95139,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.95833,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.96528,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.97222,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.97917,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.98611,05:30:00,25:00:00,600
14M_14M_F2_4_42_0.99306,05:30:00,25:00:00,600
14M_14M_F2_4_42_1.00000,05:30:00,25:00:00,600
14M_14M_F2_4_42_1.00694,05:30:00,25:00:00,600
14M_14M_F2_4_42_1.01389,05:30:00,25:00:00,600
14M_14M_F2_4_42_1.02083,05:30:00,25:00:00,600
14M_14M_F2_4_42_1.02778,05:30:00,25:00:00,600
14M_14M_F2_4_42_1.03472,05:30:00,25:00:00,600
14M_14M_F2_4_42_1.04167,05:30:00,25:00:00,600
14M_14M_F2_5_1_0.22917,05:30:00,06:36:00,660
14M_14M_F2_5_1_0.24444,05:30:00,06:36:00,660
14M_14M_F2_5_3_0.26736,05:30:00,06:36:00,660
14M_14M_F2_5_3_0.28472,06:36:00,07:42:00,440
14M_14M_F2_5_4_0.30556,06:36:00,07:42:00,440
14M_14M_F2_5_4_0.32083,06:36:00,07:42:00,440
14M_14M_F2_5_5_0.34097,07:42:00,08:18:40,440
14M_14M_F2_5_5_0.35556,07:56:40,08:40:10,435
14M_14M_F2_5_6_0.37500,08:18:40,19:16:40,420
14M_14M_F2_5_6_0.39028,08:40:10,19:03:10,420
14M_14M_F2_5_1_0.40903,08:18:40,19:16:40,420
14M_14M_F2_5_1_0.42431,08:40:10,19:03:10,420
14M_14M_F2_5_2_0.44306,08:18:40,19:16:40,420
14M_14M_F2_5_2_0.45833,08:40:10,19:03:10,420
14M_14M_F2_5_3_0.47708,08:18:40,19:16:40,420
14M_14M_F2_5_3_0.49236,08:40:10,19:03:10,420
14M_14M_F2_5_4_0.51111,08:18:40,19:16:40,420
14M_14M_F2_5_4_0.52639,08:40:10,19:03:10,420
14M_14M_F2_5_5_0.54514,08:18:40,19:16:40,420
14M_14M_F2_5_5_0.56042,08:40:10,19:03:10,420
14M_14M_F2_5_6_0.57917,08:18:40,19:16:40,420
14M_14M_F2_5_6_0.59444,08:40:10,19:03:10,420
14M_14M_F2_5_1_0.61319,08:18:40,19:16:40,420
14M_14M_F2_5_1_0.62847,08:40:10,19:03:10,420
14M_14M_F2_5_2_0.64722,08:18:40,19:16:40,420
14M_14M_F2_5_2_0.66250,08:40:10,19:03:10,420
14M_14M_F2_5_3_0.68125,08:18:40,19:16:40,420
14M_14M_F2_5_3_0.69653,08:40:10,19:03:10,420
14M_14M_F2_5_4_0.71528,08:18:40,19:16:40,420
14M_14M_F2_5_4_0.73056,08:40:10,19:03:10,420
14M_14M_F2_5_5_0.74931,08:18:40,19:16:40,420
14M_14M_F2_5_5_0.76458,08:40:10,19:03:10,420
14M_14M_F2_5_6_0.78333,08:18:40,19:16:40,420
14M_14M_F2_5_6_0.79861,19:03:10,19:17:10,420
14M_14M_F2_5_2_0.82500,19:27:00,22:15:00,630
14M_14M_F2_5_2_0.83958,19:27:00,22:15:00,630
14M_14M_F2_5_3_0.86111,19:27:00,22:15:00,630
14M_14M_F2_5_3_0.87569,19:27:00,22:15:00,630
14M_14M_F2_5_5_0.89792,19:27:00,22:15:00,630
14M_14M_F2_5_5_0.91250,19:27:00,22:15:00,630
14M_14M_F2_5_6_0.93403,22:15:00,22:36:00,630
14M_14M_F2_5_6_0.94931,22:15:00,22:58:00,645
14M_14M_F2_5_2_0.97222,22:36:00,24:15:00,660
14M_14M_F2_5_2_0.98750,22:58:00,24:15:00,660
14M_14M_F2_5_3_1.01042,22:36:00,24:15:00,660
14M_14M_F2_5_3_0.23681,05:30:00,06:36:00,660
14M_14M_F2_5_3_0.25208,05:30:00,06:36:00,660
14M_14M_F2_5_4_0.27500,05:30:00,06:36:00,660
14M_14M_F2_5_4_0.29028,06:36:00,07:42:00,440
14M_14M_F2_5_5_0.31042,06:36:00,07:42:00,440
14M_14M_F2_5_5_0.32569,07:42:00,07:56:40,440
14M_14M_F2_5_6_0.34583,07:42:00,08:18:40,440
14M_14M_F2_5_6_0.36111,07:56:40,08:40:10,435
14M_14M_F2_5_1_0.37986,08:18:40,19:16:40,420
14M_14M_F2_5_1_0.39514,08:40:10,19:03:10,420
14M_14M_F2_5_2_0.41389,08:18:40,19:16:40,420
14M_14M_F2_5_2_0.42917,08:40:10,19:03:10,420
14M_14M_F2_5_3_0.44792,08:18:40,19:16:40,420
14M_14M_F2_5_3_0.46319,08:40:10,19:03:10,420
14M_14M_F2_5_4_0.48194,08:18:40,19:16:40,420
14M_14M_F2_5_4_0.49722,08:40:10,19:03:10,420
14M_14M_F2_5_5_0.51597,08:18:40,19:16:40,420
14M_14M_F2_5_5_0.53125,08:40:10,19:03:10,420
14M_14M_F2_5_6_0.55000,08:18:40,19:16:40,420
14M_14M_F2_5_6_0.56528,08:40:10,19:03:10,420
14M_14M_F2_5_1_0.58403,08:18:40,19:16:40,420
14M_14M_F2_5_1_0.59931,08:40:10,19:03:10,420
14M_14M_F2_5_2_0.61806,08:18:40,19:16:40,420
14M_14M_F2_5_2_0.63333,08:40:10,19:03:10,420
14M_14M_F2_5_3_0.65208,08:18:40,19:16:40,420
14M_14M_F2_5_3_0.66736,08:40:10,19:03:10,420
14M_14M_F2_5_4_0.68611,08:18:40,19:16:40,420
14M_14M_F2_5_4_0.70139,08:40:10,19:03:10,420
14M_14M_F2_5_5_0.72014,08:18:40,19:16:40,420
14M_14M_F2_5_5_0.73542,08:40:10,19:03:10,420
14M_14M_F2_5_6_0.75417,08:18:40,19:16:40,420
14M_14M_F2_5_6_0.76944,08:40:10,19:03:10,420
14M_14M_F2_5_1_0.78819,08:18:40,19:16:40,420
14M_14M_F2_5_1_0.80347,19:03:10,19:17:10,420
14M_14M_F2_5_5_0.27986,06:36:00,07:42:00,440
14M_14M_F2_5_5_0.29514,06:36:00,07:42:00,440
14M_14M_F2_5_6_0.31528,06:36:00,07:42:00,440
14M_14M_F2_5_6_0.33056,07:42:00,07:56:40,440
14M_14M_F2_5_1_0.35069,08:18:40,19:16:40,420
14M_14M_F2_5_1_0.36597,08:40:10,19:03:10,420
14M_14M_F2_5_2_0.38472,08:18:40,19:16:40,420
14M_14M_F2_5_2_0.40000,08:40:10,19:03:10,420
14M_14M_F2_5_3_0.41875,08:18:40,19:16:40,420
14M_14M_F2_5_3_0.43403,08:40:10,19:03:10,420
14M_14M_F2_5_4_0.45278,08:18:40,19:16:40,420
14M_14M_F2_5_4_0.46806,08:40:10,19:03:10,420
14M_14M_F2_5_5_0.48681,08:18:40,19:16:40,420
